RIR,Country Code,ASN Number,Allocated Date
lacnic,MX,AS22122,20010809
lacnic,BR,AS22128,20010813
lacnic,BR,AS22129,20010813
lacnic,BR,AS22133,20011018
lacnic,BR,AS22148,20010828
lacnic,BR,AS22177,20010820
lacnic,AR,AS22185,20010817
lacnic,PA,AS22227,20010822
lacnic,BR,AS22250,20010913
lacnic,PE,AS22305,20010904
lacnic,VE,AS22313,20010905
lacnic,BR,AS22341,20010925
lacnic,BR,AS22356,20010925
lacnic,CO,AS22368,20010918
lacnic,BR,AS22371,20011018
lacnic,BR,AS22381,20020405
lacnic,PA,AS22382,20010919
lacnic,BR,AS22407,20020327
lacnic,PE,AS22411,20010925
lacnic,BR,AS22431,20011018
lacnic,CO,AS22453,20010928
lacnic,AR,AS22501,20011008
lacnic,MX,AS22508,20011008
lacnic,BR,AS22515,20011105
lacnic,MX,AS22529,20011011
lacnic,BO,AS22541,20011012
lacnic,BR,AS22548,20011016
lacnic,MX,AS22566,20011016
lacnic,PA,AS22628,20011026
lacnic,CL,AS22661,20011031
lacnic,AR,AS22678,20011102
lacnic,BR,AS22689,20011106
lacnic,,AS22698,
lacnic,AR,AS22699,20011106
lacnic,BR,AS22706,20011109
lacnic,EC,AS22724,20011112
lacnic,VE,AS22726,20011112
lacnic,BR,AS22745,20011122
lacnic,AR,AS22798,20011126
lacnic,,AS22818,
lacnic,BR,AS22819,20021206
lacnic,SV,AS22833,20011129
lacnic,CL,AS22860,20011206
lacnic,HN,AS22869,20011207
lacnic,BR,AS22876,20130401
lacnic,MX,AS22882,20011210
lacnic,MX,AS22884,20011210
lacnic,MX,AS22889,20011210
lacnic,MX,AS22894,20011211
lacnic,MX,AS22908,20011212
lacnic,CL,AS22924,20011214
lacnic,AR,AS22927,20011214
lacnic,CL,AS22975,20011226
lacnic,BR,AS23002,20020107
lacnic,VE,AS23007,20011228
lacnic,,AS23020,
lacnic,EC,AS23031,20020104
lacnic,BR,AS23074,20120504
lacnic,MX,AS23091,20020118
lacnic,BR,AS23105,20020128
lacnic,BR,AS23106,20020214
lacnic,,AS23113,
lacnic,BR,AS23128,20020129
lacnic,CL,AS23140,20020130
lacnic,PY,AS23201,20020206
lacnic,BR,AS23202,20130401
lacnic,EC,AS23216,20020208
lacnic,GT,AS23243,20020213
lacnic,CO,AS23246,20020305
lacnic,BR,AS23289,20020222
lacnic,MX,AS23353,20020305
lacnic,PA,AS23360,20020305
lacnic,MX,AS23382,20020311
lacnic,HN,AS23383,20020311
lacnic,CL,AS23416,20020314
lacnic,EC,AS23487,20020327
lacnic,CL,AS23488,20020327
lacnic,MX,AS23495,20020327
lacnic,,AS23541,
lacnic,NI,AS25607,20020408
lacnic,BO,AS25620,20020410
lacnic,PE,AS25701,20020419
lacnic,PE,AS25705,20020423
lacnic,CL,AS25718,20020424
lacnic,,AS25734,
lacnic,MX,AS25812,20020513
lacnic,BR,AS25832,20021031
lacnic,,AS25908,
lacnic,SV,AS25927,20020531
lacnic,BR,AS25933,20020605
lacnic,AR,AS25998,20020617
lacnic,CL,AS26048,20020624
lacnic,,AS26061,
lacnic,,AS26090,
lacnic,BR,AS26104,20020715
lacnic,PA,AS26105,20020708
lacnic,,AS26107,
lacnic,,AS26112,
lacnic,BR,AS26118,20020718
lacnic,CL,AS26119,20020709
lacnic,PE,AS26136,20020712
lacnic,BR,AS26162,20090429
lacnic,CW,AS26173,20020718
lacnic,VE,AS26194,20020722
lacnic,BO,AS26210,20020725
lacnic,BR,AS26218,20021223
lacnic,TT,AS26317,20020821
lacnic,AR,AS26418,20020915
lacnic,PA,AS26426,20020917
lacnic,CW,AS26434,20020918
lacnic,,AS26473,
lacnic,CW,AS26505,20021003
lacnic,BR,AS26592,20020904
lacnic,AR,AS26593,20020905
lacnic,AR,AS26594,20020830
lacnic,MX,AS26595,20020830
lacnic,,AS26596,
lacnic,BR,AS26598,20020924
lacnic,BR,AS26599,20020916
lacnic,EC,AS26600,20050112
lacnic,CL,AS26601,20020830
lacnic,BR,AS26602,20021002
lacnic,CO,AS26603,20020916
lacnic,CL,AS26604,20021018
lacnic,CO,AS26605,20040722
lacnic,BR,AS26606,20030703
lacnic,BR,AS26607,20021018
lacnic,AR,AS26608,20021001
lacnic,BR,AS26609,20020930
lacnic,CL,AS26610,20021023
lacnic,CO,AS26611,20021101
lacnic,HN,AS26612,20050114
lacnic,EC,AS26613,20021024
lacnic,MX,AS26614,20021126
lacnic,BR,AS26615,20070529
lacnic,BR,AS26616,20021127
lacnic,GT,AS26617,20021031
lacnic,MX,AS26618,20030701
lacnic,CO,AS26619,20041011
lacnic,MX,AS26620,20021223
lacnic,AR,AS26621,20150416
lacnic,BR,AS26622,20030828
lacnic,CL,AS26623,20150417
lacnic,VE,AS27648,20021127
lacnic,PA,AS27649,20041011
lacnic,CO,AS27650,20030312
lacnic,CL,AS27651,20021204
lacnic,BR,AS27652,20030813
lacnic,HT,AS27653,20041021
lacnic,GT,AS27654,20041109
